,city,lattitude,longitude,max_temp,humidity,cloudiness,wind_speed,country,date
287,Denpasar,-8.65,115.2167,80.26,89,20,13.8,ID,1630064365
288,Voh,-20.9667,164.7,69.01,84,76,5.03,NC,1630064365
289,Makakilo City,21.3469,-158.0858,77.32,80,1,3.44,US,1630064365
290,Sharlyk,52.9167,54.75,83.35,25,43,13.49,RU,1630064366
291,Beibei,29.8256,106.4339,73.87,93,100,2.37,CN,1630064366
292,Nemuro,43.3236,145.575,61.59,93,98,7.74,JP,1630064366
293,Kaminskiy,57.1516,41.4732,62.56,64,98,8.3,RU,1630064366
294,Batagay-Alyta,67.8006,130.4114,40.8,93,100,5.82,RU,1630064367
295,Panama City,8.9936,-79.5197,77.16,96,75,3.44,PA,1630064106
296,Tshela,-4.9833,12.9333,80.04,69,100,4.81,CD,1630064367
297,Arys,42.4252,68.795,97.02,10,5,11.3,KZ,1630064368
298,Coquimbo,-29.9533,-71.3436,47.93,87,90,4.61,CL,1630064368
299,Kaeo,-35.1,173.7833,59.32,96,100,14.27,NZ,1630064368
300,Santa Maria,-29.6842,-53.8069,47.5,100,40,5.75,BR,1630064369
301,Port Said,31.2565,32.2841,83.66,63,0,14.52,EG,1630064369
302,Waitati,-45.75,170.5667,45.86,96,100,6.24,NZ,1630064369
303,Myrhorod,49.9685,33.6089,73.17,63,96,5.55,UA,1630064370
304,Petropavlovsk-Kamchatskiy,53.0452,158.6483,52.39,100,0,4.47,RU,1630064370
305,Lagoa,39.05,-27.9833,69.78,86,100,12.48,PT,1630064371
306,Golspie,57.9727,-3.978,68.54,76,18,4.41,GB,1630064371
307,West Lafayette,40.4259,-86.9081,70.21,96,20,0.0,US,1630064371
308,Mezen',65.8522,44.24,56.08,48,97,7.09,RU,1630064372
309,Lagunas,-5.2269,-75.6753,72.54,96,80,2.39,PE,1630064372
310,Luwuk,-0.9516,122.7875,77.22,91,79,2.44,ID,1630064372
311,Itarema,-2.9248,-39.9167,85.1,52,32,19.6,BR,1630064372
312,Kataysk,56.289,62.5841,68.45,54,100,8.48,RU,1630064373
313,Afuá,-0.1567,-50.3867,81.5,84,99,5.95,BR,1630064373
314,San Policarpo,12.1791,125.5072,82.42,80,99,7.87,PH,1630064373
315,Fillan,63.6064,8.9696,63.84,61,1,6.98,NO,1630064374
316,Tezu,27.9167,96.1667,73.94,98,100,2.73,IN,1630064374
317,Bubaque,11.2833,-15.8333,79.88,81,97,10.83,GW,1630064374
318,Nabire,-3.3667,135.4833,75.67,91,99,3.78,ID,1630064375
319,Tulsīpur,28.131,82.2973,71.06,93,100,1.03,NP,1630064375
320,Mbandaka,0.0487,18.2603,89.02,46,85,2.98,CD,1630064376
321,Muna,20.4833,-89.7167,75.87,98,9,2.62,MX,1630064376
322,Kurumkan,54.3,110.3,61.16,67,13,4.34,RU,1630064376
323,Mācherla,16.4833,79.4333,90.66,54,100,5.57,IN,1630064377
324,Salāya,22.3167,69.6,85.66,63,98,17.34,IN,1630064377
325,Hanover,52.3705,9.7332,63.32,91,75,1.99,DE,1630064354
326,Castrillón,43.3979,-6.7922,86.22,46,42,6.51,ES,1630064377
327,Helong,42.5397,128.9972,63.43,77,87,5.68,CN,1630064379
328,Egvekinot,66.3167,-179.1667,37.38,93,100,7.11,RU,1630064379
329,Tilichiki,60.4667,166.1,49.75,93,100,2.73,RU,1630064380
330,Kismayo,-0.3582,42.5454,80.6,61,39,19.01,SO,1630064380
331,Mil'kovo,54.7167,158.6167,60.21,82,78,2.13,RU,1630064380
332,Praia,14.9215,-23.5087,82.94,74,75,13.8,CV,1630064381
333,Kristinestad,62.2743,21.376,64.96,59,93,7.78,FI,1630064381
334,Rypefjord,70.6333,23.6667,54.07,66,75,18.41,NO,1630064381
335,Shimoda,34.6667,138.95,80.2,86,36,7.11,JP,1630064382
336,Nchelenge,-9.3451,28.734,83.93,37,8,8.63,ZM,1630064382
337,Lufilufi,-13.8745,-171.5986,77.41,79,84,26.31,WS,1630064382
338,Lakhtar,22.85,71.7833,95.34,37,90,13.13,IN,1630064383
339,Dalvik,65.9702,-18.5286,62.53,60,95,13.67,IS,1630064383
340,Katobu,-4.9408,122.5276,73.58,98,100,7.09,ID,1630064383
341,Sinegorsk,47.1667,142.5,62.94,98,88,3.27,RU,1630064384
342,Nikki,9.9401,3.2108,80.98,74,98,2.17,BJ,1630064384
343,Enterprise,36.0252,-115.2419,82.72,11,1,7.0,US,1630064384
344,Bambous Virieux,-20.3428,57.7575,69.22,85,95,24.81,MU,1630064385
345,Mungwi,-10.1732,31.3694,90.86,17,51,3.4,ZM,1630064385
346,Lusambo,-4.9667,23.45,93.29,34,45,4.07,CD,1630064385
347,Kemijärvi,66.7131,27.4306,59.7,48,79,7.52,FI,1630064386
348,Guerrero,17.6667,-100.0,64.6,98,100,3.22,MX,1630064386
349,Safi,32.2994,-9.2372,74.89,71,10,15.75,MA,1630064386
350,Karratha,-20.7377,116.8463,75.49,47,0,11.99,AU,1630064387
351,Kalmunai,7.4167,81.8167,86.36,68,83,9.15,LK,1630064387
352,Galle,6.0367,80.217,79.92,86,32,16.02,LK,1630064387
353,Hokitika,-42.7167,170.9667,51.17,85,100,5.3,NZ,1630064388
354,Te Anau,-45.4167,167.7167,43.11,99,100,1.86,NZ,1630064388
355,Esperance,-33.8667,121.9,49.84,67,84,22.21,AU,1630064388
356,Riyadh,24.6877,46.7219,111.34,5,0,15.23,SA,1630064356
357,Amahai,-3.3333,128.9167,74.82,92,98,5.97,ID,1630064389
358,Presidencia Roque Sáenz Peña,-26.7852,-60.4388,55.15,57,0,6.53,AR,1630064389
359,Tuatapere,-46.1333,167.6833,42.82,95,99,2.77,NZ,1630064390
360,Vao,-22.6667,167.4833,70.92,81,71,13.22,NC,1630064390
361,Inhambane,-23.865,35.3833,80.58,65,20,16.11,MZ,1630064390
362,Alofi,-19.0595,-169.9187,67.89,64,96,12.66,NU,1630064391
363,Mama,58.3106,112.8986,53.6,74,28,1.79,RU,1630064391
364,Mossamedes,-15.1961,12.1522,67.77,66,81,11.07,AO,1630064391
365,Banjarmasin,-3.3244,114.591,78.94,89,97,4.27,ID,1630064392
366,Phuket,8.0,98.25,82.62,78,20,6.91,TH,1630064392
367,Merta,26.65,74.0333,95.25,31,84,9.78,IN,1630064392
368,Tsuruoka,38.7217,139.8217,77.04,88,75,1.14,JP,1630064393
369,Dingzhou,38.5131,114.9956,80.71,85,10,2.57,CN,1630064393
370,Camacha,33.0833,-16.3333,76.53,69,20,12.66,PT,1630064393
371,Province of Mantua,45.1667,10.7833,72.55,85,100,11.54,IT,1630064394
372,Finnsnes,69.2296,17.9811,63.21,50,25,11.16,NO,1630064394
373,Boa Vista,2.8197,-60.6733,80.58,74,75,10.36,BR,1630064394
374,Umba,66.6871,34.3429,53.22,58,99,7.56,RU,1630064395
375,Kelo,9.3086,15.8066,88.14,58,64,4.18,TD,1630064395
376,Tahe,52.3333,124.7333,53.91,98,100,7.65,CN,1630064395
377,Mount Isa,-20.7333,139.5,64.17,16,0,4.61,AU,1630064396
378,Lakatoro,-16.0999,167.4164,75.0,73,44,11.72,VU,1630064396
379,Druzhba,52.0428,33.9453,67.75,72,99,6.49,UA,1630064396
380,Marang,5.2056,103.2059,80.08,82,96,3.11,MY,1630064397
381,Río Gallegos,-51.6226,-69.2181,32.05,86,0,10.36,AR,1630064397
382,Coyhaique,-45.5752,-72.0662,33.75,86,75,4.61,CL,1630064397
383,São Sebastião,-23.76,-45.4097,68.09,88,100,3.69,BR,1630064225
384,Port Blair,11.6667,92.75,80.37,84,100,11.92,IN,1630064398
385,Russell,32.3502,-85.1999,74.91,90,1,3.44,US,1630064398
386,Keti Bandar,24.1447,67.4497,83.25,72,47,17.6,PK,1630064398
387,La Rioja,42.25,-2.5,82.04,27,60,9.78,ES,1630064399
388,Gwadar,25.1216,62.3254,81.88,79,91,11.65,PK,1630064399
389,Sabancuy,18.9667,-91.1833,74.26,85,11,4.27,MX,1630064399
390,Port Macquarie,-31.4333,152.9167,51.76,56,6,8.7,AU,1630064400
391,Ibrā’,22.6906,58.5334,106.84,7,21,21.32,OM,1630064400
392,Abapó,-18.8333,-63.4667,57.47,38,48,1.88,BO,1630064400
393,Ocean City,39.2776,-74.5746,79.99,92,85,4.0,US,1630064401
394,Kostino,58.9097,53.2691,59.67,43,97,8.77,RU,1630064401
395,Wuda,39.4994,106.7117,70.41,30,99,4.32,CN,1630064401
396,Vernon,50.2581,-119.2691,58.14,91,99,1.14,CA,1630064404
397,Severo-Yeniseyskiy,60.3725,93.0408,67.64,62,16,3.44,RU,1630064404
398,Dunbar,38.3606,-81.7374,72.28,99,90,0.0,US,1630064405
399,Bereket,39.2446,55.5154,100.49,23,0,8.21,TM,1630064405
400,Vanimo,-2.6741,141.3028,79.03,86,64,7.78,PG,1630064405
401,Maxixe,-23.8597,35.3472,80.42,65,20,16.11,MZ,1630064406
402,Dajal,29.5577,70.3762,106.79,19,19,11.59,PK,1630064406
403,Loknya,56.83,30.1467,69.62,65,100,9.8,RU,1630064406
404,Pimentel,-6.8367,-79.9342,61.09,82,20,10.36,PE,1630064407
405,Muzhi,65.3667,64.6667,50.92,53,94,13.29,RU,1630064407
406,Challakere,14.3167,76.65,82.63,62,100,16.44,IN,1630064407
407,Kieta,-6.2167,155.6333,78.31,87,100,7.74,PG,1630064408
408,Zhongshu,24.5167,103.7667,63.68,94,92,4.14,CN,1630064408
409,Östersund,63.1792,14.6357,54.05,76,75,4.61,SE,1630064408
410,Maniitsoq,65.4167,-52.9,41.47,83,100,6.76,GL,1630064409
411,Saint-Joseph,-21.3667,55.6167,73.76,83,61,20.15,RE,1630064409
412,Bandarbeyla,9.4942,50.8122,85.64,57,4,28.34,SO,1630064409
413,Panzhihua,26.5851,101.7128,72.79,87,93,1.48,CN,1630064410
414,Omboué,-1.5746,9.2618,80.19,72,93,10.94,GA,1630064410
415,Mayumba,-3.432,10.6554,75.51,84,97,8.19,GA,1630064410
416,Shingū,33.7333,135.9833,81.91,75,3,5.48,JP,1630064411
417,Morón,-34.6534,-58.6198,53.02,39,7,1.99,AR,1630064197
418,Nayoro,44.3506,142.4578,66.02,89,98,4.38,JP,1630064411
419,Saquena,-4.6667,-73.5167,73.31,93,72,2.01,PE,1630064412
420,Chicama,-7.8447,-79.1469,59.54,88,61,5.57,PE,1630064412
421,Champerico,14.3,-91.9167,78.04,88,99,9.98,GT,1630064412
422,Ambilobe,-13.2,49.05,85.23,36,2,7.25,MG,1630064413
423,Kalakamati,-20.5929,27.3121,89.37,12,0,8.86,BW,1630064413
424,Martapura,-3.4167,114.85,78.89,89,75,2.3,ID,1630064413
425,Camargo,27.6667,-105.1667,70.66,62,6,4.14,MX,1630064414
426,Richards Bay,-28.783,32.0377,93.25,27,65,16.64,ZA,1630064414
427,Gamba,-2.65,10.0,78.01,76,95,9.37,GA,1630064414
428,Victor Harbor,-35.5667,138.6167,59.9,79,14,12.66,AU,1630064415
429,Dicabisagan,17.0818,122.4157,79.93,83,99,5.03,PH,1630064415
430,Skagen,57.7209,10.5839,62.1,85,99,31.14,DK,1630064415
431,Margate,51.3813,1.3862,69.91,72,68,11.81,GB,1630064416
432,Bojnourd,37.4747,57.329,80.55,34,75,4.61,IR,1630064388
433,Adrar,20.5022,-10.0711,98.06,28,86,10.87,MR,1630064416
434,Tupi Paulista,-21.3811,-51.5706,71.17,47,100,9.15,BR,1630064416
435,Taoudenni,22.6783,-3.9836,107.28,18,75,13.0,ML,1630064417
436,Kolosovka,56.4678,73.611,80.85,46,90,10.0,RU,1630064417
437,Hasaki,35.7333,140.8333,79.2,91,94,6.13,JP,1630064418
438,Vaitape,-16.5167,-151.75,78.67,72,10,12.88,PF,1630064418
439,Itoman,26.1247,127.6694,84.22,75,40,8.05,JP,1630064418
440,Pontypool,51.7011,-3.0444,62.33,67,9,9.69,GB,1630064419
441,Dubuque,42.4833,-90.8668,73.99,86,20,3.44,US,1630064237
442,Aktobe,50.2797,57.2072,95.09,18,0,4.47,KZ,1630064419
443,Pyaozerskiy,65.8333,31.1667,57.74,42,99,3.44,RU,1630064420
444,Kaduqli,11.0167,29.7167,87.33,55,87,7.02,SD,1630064420
445,Souillac,-20.5167,57.5167,69.37,87,96,23.15,MU,1630064420
446,Bosaso,11.2842,49.1816,95.74,43,3,12.21,SO,1630064421
447,Asău,46.4333,26.4,75.96,59,31,6.62,RO,1630064421
448,High Level,58.5169,-117.136,44.71,93,1,0.0,CA,1630064421
449,Pisco,-13.7,-76.2167,53.65,82,61,4.61,PE,1630064296
450,Gouré,13.9835,10.2704,90.01,38,57,5.82,NE,1630064422
451,Peniche,39.3558,-9.3811,78.73,67,1,8.3,PT,1630064422
452,Barentu,15.1139,37.5928,83.89,55,38,9.22,ER,1630064423
453,Nhulunbuy,-12.2333,136.7667,75.81,73,45,6.91,AU,1630064423
454,Oktyabr'skoye,43.0645,44.7417,87.94,40,1,6.71,RU,1630064423
455,Palekastro,35.2,26.25,84.79,59,0,9.84,GR,1630064424
456,Swift Current,50.2834,-107.8014,59.81,72,90,13.8,CA,1630064424
457,Anzio,41.4853,12.6179,85.68,50,39,15.75,IT,1630064424
458,Husavik,66.0449,-17.3389,62.51,54,67,15.84,IS,1630064425
459,Kaohsiung City,22.6163,120.3133,85.95,84,40,1.99,TW,1630064349
460,Bekasi,-6.2349,106.9896,84.24,65,18,6.91,ID,1630064304
461,Kaili,-3.4626,120.2147,66.96,98,100,3.74,ID,1630064426
462,Imeni Poliny Osipenko,52.4201,136.4853,61.59,98,100,3.69,RU,1630064426
463,Sulphur Springs,33.1385,-95.6011,75.15,88,1,3.44,US,1630064427
464,Praia,14.9215,-23.5087,82.94,74,75,13.8,CV,1630064427
465,Spornoye,50.8448,37.2913,73.42,40,80,7.47,RU,1630064428
466,Kadambūr,8.9833,77.8667,84.2,60,100,19.37,IN,1630064428
467,Pemangkat,1.1667,108.9667,80.56,75,58,4.32,ID,1630064428
468,Klamath Falls,42.2249,-121.7817,47.86,79,1,0.0,US,1630064429
469,Sorong,-0.8833,131.25,80.44,81,100,7.4,ID,1630064429
470,Rancho Palos Verdes,33.7445,-118.387,81.61,72,0,2.84,US,1630064379
471,İskilip,40.7353,34.4739,94.32,17,0,7.92,TR,1630064429
472,Ponta Delgada,37.7333,-25.6667,70.52,78,75,10.36,PT,1630064430
473,Ambulu,-8.345,113.6058,75.49,82,54,2.75,ID,1630064430
474,Jalu,29.0331,21.5482,98.47,17,0,11.07,LY,1630064430
475,Yeppoon,-23.1333,150.7333,62.38,75,0,6.2,AU,1630064374
476,Shalya,57.2471,58.7298,64.81,45,81,7.99,RU,1630064431
477,Jiménez,28.3333,-105.4,70.61,61,9,2.91,MX,1630064431
478,Tual,-5.6667,132.75,80.71,81,42,21.23,ID,1630064432
479,Grão Mogol,-16.5594,-42.8897,72.09,53,37,7.65,BR,1630064432
480,Aklavik,68.2191,-135.0107,54.43,70,100,3.15,CA,1630064432
481,Fort Nelson,58.8053,-122.7002,54.99,88,75,4.61,CA,1630064433
482,Ust'-Kulom,61.6864,53.6902,58.21,38,84,7.92,RU,1630064433
483,Barra Patuca,15.8,-84.2833,75.38,89,97,8.37,HN,1630064433
484,Guasdualito,7.2424,-70.7324,74.37,93,55,2.98,VE,1630064434
485,Teya,60.3778,92.6267,71.26,65,16,3.96,RU,1630064434
486,Verkhoyansk,67.5447,133.385,44.78,79,100,11.21,RU,1630064434
487,Banda Aceh,5.5577,95.3222,81.45,76,97,11.81,ID,1630064435
488,Røros,62.5747,11.3842,49.84,71,75,11.5,NO,1630064435
489,Takoradze,4.8845,-1.7554,80.4,75,99,11.14,GH,1630064435
490,Erdenet,49.0333,104.0833,50.61,73,100,1.72,MN,1630064436
491,Mayo,38.8876,-76.5119,78.12,96,1,0.0,US,1630064436
492,Naliya,23.2667,68.8333,85.42,63,82,18.07,IN,1630064436
493,Dordrecht,51.81,4.6736,70.99,63,71,5.99,NL,1630064437
494,Port Hedland,-20.3167,118.5667,73.45,78,0,8.05,AU,1630064437
495,Voskresenskoye,56.8381,45.4317,69.58,37,7,8.16,RU,1630064437
496,Arcata,40.8665,-124.0828,57.13,95,90,1.01,US,1630064174
497,Bilibino,68.0546,166.4372,48.13,74,100,1.79,RU,1630064438
498,Sola,-13.8833,167.55,78.48,73,97,21.85,VU,1630064438
499,Terrace,54.5163,-128.6035,57.42,100,90,4.61,CA,1630064438
500,Hualmay,-11.0964,-77.6139,61.18,84,96,6.53,PE,1630064439
501,Whyalla,-33.0333,137.5833,62.49,27,10,12.66,AU,1630064439
502,Padang,-0.9492,100.3543,82.45,85,74,0.58,ID,1630064439
503,Kutum,14.2,24.6667,90.57,24,91,6.82,SD,1630064440
504,Calolziocorte,45.7954,9.4377,75.83,73,64,5.99,IT,1630064440
505,Sanson,-40.2167,175.4167,52.56,91,100,5.26,NZ,1630064440
506,Biltine,14.5333,20.9167,93.27,37,81,8.25,TD,1630064441
507,Thunder Bay,48.4001,-89.3168,60.78,80,90,12.66,CA,1630064441
508,Gorontalo,0.5412,123.0595,75.49,98,100,3.15,ID,1630064278
509,Konya Province,38.1667,32.5,89.08,13,0,8.97,TR,1630064442
510,Tiznit Province,29.5833,-9.5,86.85,32,71,7.14,MA,1630064442
511,Vestmannaeyjar,63.4427,-20.2734,56.39,88,90,25.32,IS,1630064442
512,Sri Aman,1.2376,111.4621,84.25,79,69,3.44,MY,1630064443
513,Biu,10.6129,12.1946,82.56,62,87,6.85,NG,1630064443
514,Tandil,-37.3217,-59.1332,41.31,79,3,3.0,AR,1630064443
515,Fort Saint James,54.4333,-124.25,44.02,96,71,3.09,CA,1630064444
516,Laguna,38.421,-121.4238,73.76,67,1,3.44,US,1630064444
517,Alice Springs,-23.7,133.8833,63.95,22,5,4.61,AU,1630064444
518,Kamsack,51.5667,-101.9009,54.05,88,64,8.68,CA,1630064445
519,Chapadinha,-3.7417,-43.3603,86.36,51,23,4.5,BR,1630064445
520,Arawa,-6.2132,155.5367,76.21,93,100,4.79,PG,1630064445
521,Kupang,-10.1667,123.5833,78.55,75,85,14.29,ID,1630064446
522,Aksarka,66.5606,67.7975,50.45,50,99,7.81,RU,1630064446
523,Ojinaga,29.5667,-104.4167,80.42,50,1,5.75,MX,1630064446
524,Kangaatsiaq,68.3065,-53.4641,38.17,89,96,6.67,GL,1630064447
525,Osoyoos,49.0331,-119.4524,57.04,92,73,1.14,CA,1630064447
526,Acapulco de Juárez,16.8634,-99.8901,74.17,96,100,15.03,MX,1630064447
527,Chato,-2.6378,31.7669,89.67,19,3,3.62,TZ,1630064448
528,Magnolia,33.2671,-93.2393,71.29,96,2,3.67,US,1630064184
529,Thinadhoo,0.5333,72.9333,82.63,74,39,9.91,MV,1630064448
530,Carutapera,-1.195,-46.02,83.14,72,93,10.65,BR,1630064449
531,Belen,36.4891,36.2233,87.94,46,0,16.11,TR,1630064449
532,Cortez,37.3489,-108.5859,63.52,72,1,3.44,US,1630064449
533,Nísia Floresta,-6.0911,-35.2086,77.81,54,15,14.67,BR,1630064450
534,Betioky,-23.7167,44.3833,92.16,13,0,11.34,MG,1630064450
535,Taltal,-25.4,-70.4833,56.88,70,21,2.98,CL,1630064450
536,Komatipoort,-25.4332,31.9548,95.05,15,0,15.5,ZA,1630064451
537,Honiara,-9.4333,159.95,77.61,89,73,7.49,SB,1630064451
538,Floriano,-6.7669,-43.0225,87.57,37,18,9.33,BR,1630064451
539,Rawson,-43.3002,-65.1023,39.83,69,4,7.16,AR,1630064452
540,Avilés,43.5547,-5.9248,74.59,73,20,6.91,ES,1630064452
541,Adoni,15.6333,77.2833,83.17,60,99,8.86,IN,1630064452
542,Prince George,53.9166,-122.753,52.25,93,75,10.36,CA,1630064168
543,Pleshanovo,52.8333,53.4833,83.57,17,17,12.12,RU,1630064453
544,Anadyr,64.75,177.4833,52.3,66,0,13.42,RU,1630064453
545,Hamilton,39.1834,-84.5333,70.99,96,20,0.0,US,1630064453
546,Black River,18.0264,-77.8487,80.98,86,96,10.49,JM,1630064454
547,Monywa,22.1167,95.1333,88.16,63,99,0.65,MM,1630064454
548,Hay River,60.8156,-115.7999,55.38,76,20,6.91,CA,1630064454
549,Aranos,-24.1333,19.1167,73.36,11,0,15.3,NA,1630064455
550,Arrondissement de Saint-Jean-de-Maurienne,45.1667,6.5833,54.52,49,17,7.9,FR,1630064455
551,Plainview,40.7765,-73.4673,80.06,87,1,0.0,US,1630064233
552,Tuscaloosa,33.2098,-87.5692,74.98,95,1,3.44,US,1630064456
553,Talcahuano,-36.7167,-73.1167,47.88,100,75,6.91,CL,1630064456
554,Innisfail,-17.5333,146.0333,68.79,93,7,2.98,AU,1630064456
555,Kobryn,52.2138,24.3564,64.35,80,100,1.28,BY,1630064456
556,Konëvo,62.1215,39.3192,61.16,45,15,5.97,RU,1630064457
557,Sokoni,-6.4333,39.55,77.58,69,15,12.57,TZ,1630064457
558,Vila Velha,-20.3297,-40.2925,76.95,69,20,8.05,BR,1630064283
559,Madang,-5.2246,145.7966,78.57,88,28,7.05,PG,1630064458
560,Minbu,20.1833,94.8833,86.31,67,99,9.37,MM,1630064458
561,Jiaojiang,28.6803,121.4428,76.48,90,0,4.09,CN,1630064458
562,Camopi,3.1655,-52.3158,78.71,84,91,3.2,GF,1630064459
563,Tarko-Sale,64.9225,77.785,46.04,79,100,22.53,RU,1630064459
564,Gladstone,-23.85,151.25,60.73,82,1,1.14,AU,1630064459
565,Diré,12.2833,-10.9667,83.32,77,95,2.17,ML,1630064460
566,Isangel,-19.55,169.2667,70.56,74,3,6.8,VU,1630064460
567,Chekhov,55.1431,37.4711,73.63,40,84,11.5,RU,1630064460
568,Ust'-Uda,54.1742,103.0304,62.24,53,10,2.17,RU,1630064460
569,Hobyo,5.3505,48.5268,82.06,66,9,30.36,SO,1630064461
570,Berdigestyakh,62.0989,126.6992,41.41,86,100,9.22,RU,1630064461
571,Shīeli,44.1667,66.75,97.79,11,27,9.78,KZ,1630064461
572,New Glasgow,45.5834,-62.6486,72.1,83,3,8.55,CA,1630064462
573,Phan Thiet,10.9333,108.1,77.65,87,98,3.4,VN,1630064462
574,Nur-Sultan,51.1801,71.446,85.95,23,0,11.18,KZ,1630064462
575,Preobrazheniye,42.9019,133.9064,69.04,78,99,7.2,RU,1630064463
